text,label
"Date: Thu  12 Sep 2002 13:24:51 +0200 MIME-Version: 1.0 X-Priority: 3 X-Msmail-Priority: Normal Reply-To: ""Dont waste your Time!!!  Why?""  Organization: WWC X-Mailer: Internet Mail Service Content-Type: multipart/alternative;  boundary=""----_NextPart_4488214905""  This is a multi-part message in MIME format.  ------_NextPart_4488214905 Content-Type: text/plain; charset=""ISO-8859-1"" Content-Transfer-Encoding: QUOTED-PRINTABLE        Looking for Property in Spain?  Don_t waste your Time!  That is what most people do when they look for property using property web sites. Why?   Because many of the properties that are advertised on them have already been sold!   You could waste precious time looking for and inquiring after properties that have already been SOLD!   How Frustrating!!!   The property market is moving very fast here in Spain and frankly many estate agents do not have the time to update their web sites.  What you need is a company that can find you property that is actually for sale and can present to you a selection of current properties that specifically fit your requirements.  Just think of how much time and effort that would save you!  Property finders Spain  can do just that!  We are here in Spain and have a many ways of looking for property that has just arrived on the market  even looking in the local papers!   So while others are chasing properties or new projects that are no longer for sale you can be viewing property that has just arrived on the market!   Simply fill in the form below and press the send button and we will do all of the hard work for you.   Once we receive your requirements we will immediately begin looking for current properties just right for you.  Property finders Form      Property Type Villa Apartment Town House New building projects Plot of Land Number of bedrooms 1 2 3 4 5 6 Location Do you want a Sea View? Yes No Don`t care Mountain View Yes No Don`t care A property in the country A Property in or near a city Pool Yes  No Yes No Don`t care Price Range Are you planning to come  to Spain in the next three months Yes  No? Yes No Name E mail address Telephone Number Country Code      Let us find a property for you!         ------_NextPart_4488214905 Content-Type: text/html; charset=""ISO-8859-1"" Content-Transfer-Encoding: QUOTED-PRINTABLE                                &nbsp;     &nbsp;     &nbsp;     &nbsp;               &nbsp;            Looking for        Property in Spain?       &nbsp;       Don_t waste your Time!        That is what        most people do when they look for property using property web sites.        Why?       &nbsp;       &nbsp;Because        many of the properties that are advertised on them have already been  sold!       &nbsp;       &nbsp;You could waste precious time looking for and inquiring after        properties that have already been SOLD!       &nbsp;       &nbsp;How Frustrating!!!               &nbsp;       The property        market is moving very fast here in Spain and frankly many estate agents do        not have the time to update their web sites.       &nbsp;       What you need        is a company that can find you property that is actually for sale and can        present to you a selection of current properties that specifically fit        your requirements.       &nbsp;       Just think of how much time and effort        that would save you!       &nbsp;       Property finders Spain               can do        just that!       &nbsp;       We are here in        Spain and have a many ways of looking for property that has just arrived        on the market  even looking in the local papers!        &nbsp;       So while others are chasing properties or new        projects that are no longer for sale you can be viewing property        that has just arrived on the market!        &nbsp;       Simply fill in the form below and        press the send button and we will do all of the hard work for you.               &nbsp;       Once we receive your        requirements we will immediately begin looking for current properties just        right for you.       &nbsp;                                                        Property finders          Form                                                     &nbsp;                        &nbsp;                                 Property              Type                         Villa                Apartment Town House New                building projects Plot of            Land                                 Number of              bedrooms                         1                2 3 4                5 6                                 Location                                                         Do you want a Sea              View?                         Yes No                Don`t care                                 Mountain              View                         Yes                No Don`t care                                 A property in the              country                                                         A Property in or near a              city                                                         Pool Yes               No                         Yes No                Don`t care                                 Price              Range                                                         Are you planning to come                           to Spain in the next three              months Yes  No?                         Yes                No                                 Name                                                         E mail              address                                                         Telephone              Number                                                         Country Code                                                         &nbsp;                        &nbsp;       &nbsp;       >"" name=3DB1>              Let us find a property for      you!                                                      &nbsp;                                                         &nbsp;            &nbsp;               &nbsp;            &nbsp;            &nbsp;            &nbsp;     ------_NextPart_4488214905--",1
Date: Wed  11 Sep 2002 21:38:41 -0400 X-Mailer: AOL 7.0 for Windows US sub 118  Click Here   hwawrlgiooooqvjoii,1
Date: Thu  12 Sep 2002 10:32:03 -0500 MIME-Version: 1.0 Content-Type: text/plain; charset=US-ASCII Content-Transfer-Encoding: 8bit X-MIME-Autoconverted: from quoted-printable to 8bit by dogma.slashnull.org     id g8CG9gC05808  Would you like to know what the Powerball Winning Lottery Numbers will be in the Morning  If so Just Follow This link mailto:results.cresenttechnologies.com  Although every attempt is made to ensure that this list of numbers is accurate  the official winning numbers are recorded in the official draw files as certified by the independent accounting firm. At the request of our players  these numbers are listed in numerical order.  Wednesday September 11  2002 Draw Results: 03 06 26 39 48 PB 28 PP 03 Or Visit http://www.powerballinfo.cjb.net   Are you tired of your job?  Then Please Visit http://www.cash-in.cjb.net  It's Time to Retire!!,1
"Date: 12 Sep 2002 18:21:31 -0000 Message-Id:  Reply-To: news@risingtidestudios.com X-Organization: Venture Reporter From: ""Venture Reporter""  To: ""zzzz@jmason.org""  Subject: Invite: Content Management Summit  Oct. 10th New York City MIME-Version: 1.0 Content-Type: text/html; charset=US-ASCII        This email is being sent to zzzz@jmason.org. To unsubscribe please visit http://www.venturereporter.net/myaccount/ . If you ever have a problem removing or changing your email subscriptions on our newsletters  or getting in touch with us  please don't hesitate to email support@venturereporter.net and a human will get in touch with you immediately. Venture Reporter 307 West 36th Street  10th Floor New York  New York 10018 Phoe: 646.473.2222 The online content business.                                Dear Friends     The online content business is doing fantastic.      Sound crazy? Perhaps.  With  advertising  online and off   taking it on the chin for the past two years   online content sites have been shutting down   laying off staff and pulling back on their offerings.      However   this horrible environment has resulted in an undeniable trend:  content businesses are challenging people to pay for content.  Finally   after five years of free   people are beginning to understand that online   as in the real world   you get what you pay for and they are taking out their credit cards.  U.S.  consumers spent $675 million&nbsp;on paid&nbsp;online content last year   a 92 percent increase over 2000 spending levels   according to Online Publishers Association   and that figure is expected to increase exponentially this year.  Look at these success stories:                     New York Times Digital has  been steadily increasing its paid content services over the last year   and  registered a 16 percent increase in its total revenues for the latest quarter.                  TheStreet.com brought over  $3 million in subscriptions last quarter   an increase of almost 50 percent  over the year-ago quarter.                  ConsumerReports.com will  reach over a million paying subscribers by the end of this year.                  RealNetworks' consumer multi-media  subscription service has more than 750 000 subscribers   bringing in $17.8  million in the last quarter.                  The Wall Street Journal Online added over 6 000 new paying customers last quarter   bringing its subscriber base to 646 000.                  FT.com has signed up 17 000  subscribers in three months since it launched its premium site in May.            In recognition of this trend we're hosting  the third installation of our innovative Content Management Summit on October 10   2002.  The event charts the changes in the content industry from free  to paid subscription services   and the technologies that are enabling the management and monetizing of content.      Our previous Content Management  Summit (aka Digital Rights Summit) on October 18 last year in New York City  and January 29 in Los Angeles were unqualified successes.      The Content Management Summit  III   taking place in New York at the Millennium Broadway on October 10   2002   will bring together the 100 executives from the leading content and  distribution firms for a focused day of networking and discovering practical  solutions.      The event will feature presentations  from software and services companies providing services and solutions for selling   distributing   managing   and protecting content.      We're thrilled that  Microsoft   TeleKnowledge   eMeta   and Liquify will all be demonstrating  their latest products and services.      The event will also feature six intimate round tables focusing on various aspects of online content.  These panels are meant to provide an informal forum to discuss the challenges facing these specific vertical markets   the changes in the sectors since the dot-com downfall   and best practices in the industry.  The panels will feature leading practitioners in each sector   and will also include an interactive question and answer session with the audience.      Among the round table topics will be:                     Weblogs:  how they are affecting big media  companies   editorially as well as in content delivery/production mechanisms.                  Financial news and information  companies:  how they are using technologies to deliver content to users   and how the economics have changed since the stock market downfall.                  Business information services  such as Hoovers   Lexis-Nexis and others:  best practices in the industry    niche product launches and revenue streams.                  Daily news/newspaper companies  publishing online:  how speed dictates technology choices   and the move towards paid content and its implications   among other issues.                  Consumer and entertainment  publishers:  how do publishers determine the value of entertainment content    the push towards paid subscriptions   online advertising and other issues.            Join us on October 10th  for this very important event.  If you are directly responsible  for content management at a major content site you may qualify for  a VIP ticket.  Please e-mail your request with your name   title and bio to invite@cmsummit.com.  If you are with a software or services provider   or anyone not directly responsible  for the purchase of content management software or solutions   you can purchase  a ticket to this event for $1 200 at invite@cmsummit.com.        Best Regards       Jason McCabe Calacanis   Editor-in-Chief  &amp;  CEO   Venture Reporter &amp;  Silicon Alley Reporter                            This email  is being   sent to zzzz@jmason.org.    If you would  rather   not receive  these infrequent updates simply click        here        and you will be removed instantly.   You can also click   the  link here or cut and paste it into your browser:   http://venturereporter.net/myaccount/k.asp?E=jm@jmason.org        &nbsp;                          Venture       Reporter                         307  West 36th Street  10th Floor      New York  New   York      10018      Phoe: 646.473.2222           ",1
"Date: Thu  12 Sep 2002 19:19:51 -0400 From: ""IQ - TBA""  Message-Id:  X-Mailer: Microsoft CDO for Windows 2000 MIME-Version: 1.0 Thread-Index: AcJanC55WL86OrO9T1CG6+nKItvvkQ== X-Mimeole: Produced By Microsoft MimeOLE V5.50.4522.1200 Content-Class: urn:content-classes:message X-Originalarrivaltime: 12 Sep 2002 23:19:51.0750 (UTC) FILETIME=[E54CF660:01C25AB2] Content-Type: multipart/alternative; boundary=""----=_NextPart_000_143B1F_01C25A7A.A80CB430""  This is a multi-part message in MIME format.  ------=_NextPart_000_143B1F_01C25A7A.A80CB430 Content-Type: text/plain; 	charset=""Windows-1252"" Content-Transfer-Encoding: quoted-printable   The TBA Doctor Walks the Walk... On Diabetes!  =20  =20   Case 1:	 Case 2:	=20 ? Male age 37 ? Nonsmoker=20 ? $500 000 Face ? Type 1 Diabetic - Treated with Insulin Pump ? Diagnosed at age 23 ? Hospitalized in '95  '96 and '98 with   ""Diabetic Complications"" ? Issued Standard 	? Male age 51 ? Nonsmoker=20 ? $1 200 000 Face ? 6'0""  237lbs=20 ? Takes Micronase and Glucophage ? Issued Super Standard =09 Case 3:	 Case 4:	=20 ? Female age 60 ? Nonsmoker=20 ? $2 000 000 Face ? 5'5""  165lbs=20 ? Insulin Dependent=20 ? Issued Super Standard 	? Male age 45 ? Nonsmoker=20 ? $875 000 Face ? 6'4""  275lbs ? Diabetes Controlled by Diet ? Issued Super Standard =09 Click here to provide the details on your ""tough case""  	=20 Call the Doctor with your case details! We've cured 1 000s of agents' ""tough cases!""  800-624-4502 ext. 18=09 =97 or =97  Please fill out the form below for more information	=20 Name:	 	  =09 E-mail:	 	=20 Phone:	 	=20 City:	 	 State:	 	=20  	    =09 =20  Tennessee Brokerage Agency - www.TBA.com  =20 We don't want anyone to receive our mailings who does not wish to. This is professional communication sent to insurance professionals. To be removed from this mailing list  DO NOT REPLY to this message. Instead  go here: http://www.InsuranceIQ.com/optout  Legal Notice  =20  ------=_NextPart_000_143B1F_01C25A7A.A80CB430 Content-Type: text/html; 	charset=""iso-8859-1"" Content-Transfer-Encoding: quoted-printable    The TBA Doctor Walks the Walk on Diabetes        =20                   =20                =20                        =20                            =20                 Case 1:                 Case 2:                              =20                 &#149;&nbsp;Male age = 37                   &#149;&nbsp;Nonsmoker                    &#149;&nbsp;$500 000 Face                   &#149;&nbsp;Type 1 Diabetic - Treated with Insulin = Pump                   &#149;&nbsp;Diagnosed at age 23                   &#149;&nbsp;Hospitalized in '95  '96 and '98 with                   &nbsp;&nbsp;&quot;Diabetic Complications&quot;                   &#149;&nbsp;Issued = Standard                                  &#149;&nbsp;Male age 51                   &#149;&nbsp;Nonsmoker                    &#149;&nbsp;$1 200 000 Face                   &#149;&nbsp;6'0&quot;  237lbs                    &#149;&nbsp;Takes Micronase and Glucophage                   &#149;&nbsp;Issued Super = Standard                                               =20                 Case = 3:                 Case = 4:                              =20                 &#149;&nbsp;Female = age 60                   &#149;&nbsp;Nonsmoker                    &#149;&nbsp;$2 000 000 Face                   &#149;&nbsp;5'5&quot;  165lbs                    &#149;&nbsp;Insulin Dependent                    &#149;&nbsp;Issued Super = Standard                                  &#149;&nbsp;Male age = 45                   &#149;&nbsp;Nonsmoker                    &#149;&nbsp;$875 000 Face                   &#149;&nbsp;6'4&quot;  275lbs                   &#149;&nbsp;Diabetes Controlled by Diet                   &#149;&nbsp;Issued Super = Standard                                                                          =20                             =20           =20             Call the Doctor with = your case details!             We've cured 1 000s of agents' = &quot;tough cases!&quot;                                                     &#8212; or = &#8212; 						 							=20 								 									=20 										                       =20                         Please fill = out the form below for more information                                              =20                         Name:                                                                                                 =20                         E-mail:                                                                        =20                         Phone:                                                                        =20                         City:                                                   State:                                                                        =20                         &nbsp;                         =20                                                                                 =20                                                                      									 								  							 						 					               =20                                      =20      =20         We don't want anyone to receive our mailings who does not wish = to. This=20         is professional communication sent to insurance professionals. = To be removed=20         from this mailing list  DO NOT REPLY to this message. = Instead =20         go here: http://www.InsuranceIQ.com/opt= out        Legal Notice=20  =20    ------=_NextPart_000_143B1F_01C25A7A.A80CB430--",1
"Date: Fri  13 Sep 2002 12:10:21 -0600 MIME-Version: 1.0 Content-Type: text/plain; charset=""iso-8859-1"" X-Priority: 3 (Normal) X-Msmail-Priority: Normal X-Mailer: MIME-tools 5.503 (Entity 5.501) Importance: Normal Subject: [ILUG] re: popular .BIZ and .COM extensions for only $14.95 Sender: ilug-admin@linux.ie Errors-To: ilug-admin@linux.ie X-Mailman-Version: 1.1 Precedence: bulk List-Id: Irish Linux Users' Group  X-Beenthere: ilug@linux.ie Content-Transfer-Encoding: 8bit  REGISTER .COM  .BIZ  AND .INFO DOMAINS FOR ONLY $14.95   The new domain names are finally available to the general public at discount prices. Now you can register one of the exciting new .BIZ or .INFO domain names  as well as the original .COM and .NET names for just $14.95. These brand new domain extensions were recently approved by ICANN and have the same rights as the original .COM and .NET domain names. The biggest benefit is of-course that the .BIZ and .INFO domain names are currently more available. i.e. it will be much easier to register an attractive and easy-to-remember domain name for the same price.  Visit: http://www.domainsforeveryone.com/ today for more info.   Register your domain name today for just $14.95 at: http://www.domainsforeveryone.com/  Registration fees include full access to an easy-to-use control panel to manage your domain name in the future.   Sincerely    Domain Administrator Domains For Everyone   To remove your email address from further promotional mailings from this company  click here: http://www.centralremovalservice.com/cgi-bin/domain-remove.cgi (g2-ss2)4483ZsiO6-368esUR2641hwjE2-115mHZg9267xWnFl40     --  Irish Linux Users' Group: ilug@linux.ie http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information. List maintainer: listmaster@linux.ie",1
"Date: Fri  13 Sep 2002 19:35:13 +0100 Received: from ara by saturn.seed.net.tw with SMTP id     bE3PbLYKPnP0Jc0fou7Psg6bSznj; Sat  12 Sep 2015 02:39:57 +0800 Message-Id:  From: pd@dogma.slashnull.org To: 0913.9.TXT@dogma.slashnull.org  0913.10.TXT@dogma.slashnull.org  	0913.11.TXT@dogma.slashnull.org  0913.12.TXT@dogma.slashnull.org  	0913.13.TXT@dogma.slashnull.org  0913.14.TXT@dogma.slashnull.org  	0913.2.TXT@dogma.slashnull.org  0913.3.TXT@dogma.slashnull.org  	0913.4.TXT@dogma.slashnull.org  0913.5.TXT@dogma.slashnull.org  	0913.6.TXT@dogma.slashnull.org  0913.7.TXT@dogma.slashnull.org  	0913.8.TXT@dogma.slashnull.org  0913.1.TXT@dogma.slashnull.org Subject: =?big5?Q?=A7A=B7=C7=B3=C6=A6n=A4F=B6=DC=3F?= MIME-Version: 1.0 X-Mailer: AbopIANCYUGKLQUL7 X-Priority: 3 X-Msmail-Priority: Normal Content-Type: multipart/related; type=""multipart/alternative""; boundary=""----=_NextPart_vXklypZzzDWWhOFZ5e1rZ""  This is a multi-part message in MIME format.  ------=_NextPart_vXklypZzzDWWhOFZ5e1rZ Content-Type: multipart/alternative; 	boundary=""----=_NextPart_vXklypZzzDWWhOFZ5e1rZAA""   ------=_NextPart_vXklypZzzDWWhOFZ5e1rZAA Content-Type: text/html; 	charset=""big5"" Content-Transfer-Encoding: base64  PGh0bWw+DQoNCjxoZWFkPg0KPG1ldGEgaHR0cC1lcXVpdj0iQ29udGVudC1MYW5ndWFnZSIgY29u dGVudD0iemgtdHciPg0KPG1ldGEgbmFtZT0iR0VORVJBVE9SIiBjb250ZW50PSJNaWNyb3NvZnQg RnJvbnRQYWdlIDUuMCI+DQo8bWV0YSBuYW1lPSJQcm9nSWQiIGNvbnRlbnQ9IkZyb250UGFnZS5F ZGl0b3IuRG9jdW1lbnQiPg0KPG1ldGEgaHR0cC1lcXVpdj0iQ29udGVudC1UeXBlIiBjb250ZW50 PSJ0ZXh0L2h0bWw7IGNoYXJzZXQ9YmlnNSI+DQo8dGl0bGU+s2+sT6llsFWl0bFNt368c6dppL2l caVOtW+kxaq9sbWmXqtItUyqa7G1pqwgy+c8L3RpdGxlPg0KPC9oZWFkPg0KDQo8Ym9keT4NCg0K PHAgc3R5bGU9Im1hcmdpbi10b3A6IDBweDsgbWFyZ2luLWJvdHRvbTogMHB4Ij48Zm9udCBjb2xv cj0iIzgwODA4MCI+DQqzb6xPqWWwVaXRsU23frxzp2mkvaVxpU61b6TFqr2xtaZeq0i1TKprsbWm rCDL5yB+ICE8L2ZvbnQ+PC9wPg0KPGhyIFNJWkU9IjEiPg0KPGRpdiBhbGlnbj0iY2VudGVyIj4N CiAgPGNlbnRlcj4NCiAgPHRhYmxlIHN0eWxlPSJib3JkZXI6IDFweCBkb3R0ZWQgI0ZGMDAwMDsg OyBib3JkZXItY29sbGFwc2U6Y29sbGFwc2UiIGhlaWdodD0iMzY1IiBjZWxsU3BhY2luZz0iMCIg Y2VsbFBhZGRpbmc9IjAiIHdpZHRoPSI2MDQiIGJvcmRlcj0iMCIgYm9yZGVyY29sb3JsaWdodD0i IzAwODAwMCIgYm9yZGVyY29sb3I9IiMxMTExMTEiPg0KICAgIDx0cj4NCiAgICAgIDx0ZCB2QWxp Z249ImNlbnRlciIgYWxpZ249Im1pZGRsZSIgd2lkdGg9IjU5OCIgYmdDb2xvcj0iI0ZGRkYwMCIg aGVpZ2h0PSIzNjUiPg0KICAgICAgPHAgYWxpZ249ImNlbnRlciI+oUA8L3A+DQogICAgICA8cCBh bGlnbj0iY2VudGVyIj48Zm9udCBmYWNlPSK80LeixekiIHNpemU9IjQiIGNvbG9yPSIjMDAwMEZG Ij6mbqpCpM2w2iE8L2ZvbnQ+PC9wPg0KICAgICAgPHAgYWxpZ249ImNlbnRlciI+PGZvbnQgZmFj ZT0ivNC3osXpIiBzaXplPSI0IiBjb2xvcj0iIzAwMDBGRiI+DQogICAgICCzXKZopEiv4KRPqFOm s6Txp0GmbiymXaywtHi0pKRGrsm+9zwvZm9udD48L3A+DQogICAgICA8cCBhbGlnbj0iY2VudGVy Ij48Zm9udCBmYWNlPSK80LeixekiIHNpemU9IjQiIGNvbG9yPSIjMDAwMEZGIj6p0qVIpGq1b6dR passs9C3fq1QtEksPC9mb250PjwvcD4NCiAgICAgIDxwIGFsaWduPSJjZW50ZXIiPjxmb250IGZh Y2U9IrzQt6LF6SIgc2l6ZT0iNCIgY29sb3I9IiMwMDAwRkYiPrNcpmg8L2ZvbnQ+PGZvbnQgZmFj ZT0ivNC3osXpIiBjb2xvcj0iI0ZGMDAwMCIgc2l6ZT0iNiI+vve3fDwvZm9udD48Zm9udCBmYWNl PSK80LeixekiIHNpemU9IjQiIGNvbG9yPSIjMDAwMEZGIj6lbqr5rsksqbmpuaV1PC9mb250Pjxm b250IGZhY2U9IrzQt6LF6SIgY29sb3I9IiNGRjAwRkYiIHNpemU9IjYiPqazM6ztxMEhPC9mb250 PjwvcD4NCiAgICAgIDxwIGFsaWduPSJjZW50ZXIiPjxmb250IGZhY2U9IrzQt6LF6SIgc2l6ZT0i NCIgY29sb3I9IiMwMDAwRkYiPrROpl2ssCZxdW90OzwvZm9udD48Zm9udCBmYWNlPSK80Leixeki IGNvbG9yPSIjMDAwMEZGIiBzaXplPSI1Ij6ko6XMpN8mcXVvdDs8L2ZvbnQ+PGZvbnQgZmFjZT0i vNC3osXpIiBzaXplPSI0IiBjb2xvcj0iIzAwMDBGRiI+s3m0TrNcpmikSKZis2+4zKaopVw8L2Zv bnQ+PC9wPg0KICAgICAgPHAgYWxpZ249ImNlbnRlciI+PGZvbnQgZmFjZT0ivNC3osXpIiBzaXpl PSI0IiBjb2xvcj0iIzAwMDBGRiI+s8yxTbd+qrq5zraku7K+ybF6PC9mb250PjwvcD4NCiAgICAg IDxwIGFsaWduPSJjZW50ZXIiPjxhIGhyZWY9Imh0dHA6Ly92aWMuaDhoLmNvbS50dy8iPg0KICAg ICAgPGZvbnQgc2l6ZT0iNiIgZmFjZT0ivNC3osXpIiBjb2xvcj0iI0ZGMDAwMCI+MrhVpLi26qRA rdOkcKbRwfOqurnaPC9mb250PjwvYT48L3A+DQogICAgICA8cCBhbGlnbj0iY2VudGVyIj4yMKTA xMGs3cC0s2+t0773t3wsp0G0TqxPptukdqq6pUSkSCGvrLF6pm65QjwvcD4NCiAgICAgIDxwPjxm b250IGNvbG9yPSIjZmYwMGZmIj48YSBocmVmPSJodHRwOi8vdmljLmg4aC5jb20udHcvIj4NCiAg ICAgIGh0dHA6Ly92aWMuaDhoLmNvbS50dzwvYT48L2ZvbnQ+PHA+PGZvbnQgY29sb3I9IiNGRjAw MDAiPg0KICAgICAgPHNwYW4gbGFuZz0iZW4tdXMiPjxmb250IHNpemU9IjciPnBzOjwvZm9udD48 L3NwYW4+t1G2aaRAqEKqvrlEpnCm86ZirmG7tMNQpc669Lj0wcikar/6LKVpPC9mb250Pjxmb250 IHNpemU9IjQiIGNvbG9yPSIjMDAwMEZGIj6nS7ZPs/imV7r0uPSvU7BWPC9mb250PjxwPg0KICAg ICAgPGZvbnQgY29sb3I9IiNGRjAwMDAiPqZwqkesebZxuUywqqzdpKOo7L11pFe8dqT5LKVpr8Go +qdLtk+z0Ld+pfq60DwvZm9udD48Zm9udCBjb2xvcj0iIzAwMDBGRiI+KL3QpmKtuq22r2SkValt ple5cbjcpu2nfSk8L2ZvbnQ+PHA+oUA8cD4NCiAgICAgIKFAPHA+oUA8cD6hQDwvdGQ+DQogICAg PC90cj4NCiAgPC90YWJsZT4NCiAgPC9jZW50ZXI+DQo8L2Rpdj4NCjxociBTSVpFPSIxIj4NCjxw IHN0eWxlPSJtYXJnaW4tdG9wOiAwcHg7IG1hcmdpbi1ib3R0b206IDBweCIgYWxpZ249ImNlbnRl ciI+DQo8Zm9udCBjb2xvcj0iI2ZmMDAwMCI+pnCms6W0wlq90KijvcyhQaSjt1GmQaasqOymuatI vdCr9iZuYnNwOyAtJmd0OyZuYnNwOyAoPGEgaHJlZj0iaHR0cDovL3gtbWFpbC5oOGguY29tLnR3 IiB0YXJnZXQ9Il9ibGFuayI+qdqmrLxzp2k8L2E+KTwvZm9udD48L3A+DQoNCjwvYm9keT4NCg0K PC9odG1sPg==   ------=_NextPart_vXklypZzzDWWhOFZ5e1rZAA-- ------=_NextPart_vXklypZzzDWWhOFZ5e1rZ--",1
"Date: Sat  14 Sep 2002 02:35:15 -0700 MIME-Version: 1.0 Content-Type: text/plain; charset=""iso-8859-1"" X-Priority: 3 (Normal) X-Msmail-Priority: Normal X-Mailer: Internet Mail Service (5.5.2650.21) Importance: Normal Content-Transfer-Encoding: 8bit  Get your favorite Poker action at http://www.multiplayerpoker.net  Play against real people from around the world for real money or just for fun.  Access one of the busiest poker rooms online.  We've dealt over 8 million hands!  Experience the best poker software available today featuring world class graphics  true random shuffling algorithms  and 24x7 customer service.  We've got a great selection of poker games for you to play such as:  Hold'em  Omaha Omaha Hi/Lo 7 Card Stud 7 Card Stud Hi/Lo 5 Card Stud Poker tournaments  Sign up today and start playing with new & old friends...download our free software now at http://www.MultiPlayerPoker.net  Current Promotion:    $50 Deposit Bonus! - 100% bonus!    Daily High Hand - $250 Daily.    Progressive Bad Beat Jackpot - $2 000.00 minimum with $100.00 added daily.    Tournaments - Multiplayer shootouts.                 wish not to received any further e-mail from us please click http://www.centralremovalservice.com/cgi-bin/poker-remove.cgi (C4-ss2)3492QGau9-441Wmen129l19       4486eyRl1-291l12",1
"Date: Fri  13 Sep 2002 18:10:58 -1600 MIME-Version: 1.0 Content-Type: text/html; charset=""iso-8859-1"" Content-Transfer-Encoding: quoted-printable                      	GET HIGH...LEGALLY!                     IT REALLY WORKS!       PASSES ALL DRUG TESTS!       EXTREMELY POTENT!              CLICK HERE=  for more       info on Salvia Divinorum               CLICK HERE f= or SALVIA       5X EXTRACT!        WARNING...VERY POTENT!               CLICK HERE = for SALVIA       13X. The most POTENT  LEGAL  SMOKABLE herb on the planet! 13 tim= es the       power of Salvia Divinorum!       WARNING...EXTREMELY POTENT!                            Removal Information:       We are strongly against sending unsolicited emails to those who do n= ot wish       to receive our special mailings. You have opted in to one or more of=  our       affiliate sites requesting to be notified of any special offers we m= ay run       from time to time. This is NOT unsolicited email. If you do not wish=  to receive       further mailings  please       click here t= o be removed       from the list. Please accept our apologies if you have been sent=  this       email in error. We honor all removal requests within 24 hours.     ",1
"Date: Fri  13 Sep 2002 18:34:51 -1600 MIME-Version: 1.0 Content-Type: text/html; charset=""iso-8859-1"" Content-Transfer-Encoding: quoted-printable      	 	 	untitled     Copy DVD Mov= ies?  Yes!  Copy and burn your own DVD movies and video with a CD-R Drive.  * Order by September 21  = 2002  and receive the following Free Gifts!  1. ""Free DVD Movie of your choice ($20.00 Value) 2. Cell Phone Battery Booster ($19.95 Value)   Own all the DVD's you've always wanted and start burning today! .   Click Here Now!     ",1
"Date: Fri  13 Sep 2002 18:34:51 -1600 MIME-Version: 1.0 Content-Type: text/html; charset=""iso-8859-1"" Content-Transfer-Encoding: quoted-printable      	 	 	untitled     Copy DVD Mov= ies?  Yes!  Copy and burn your own DVD movies and video with a CD-R Drive.  * Order by September 21  = 2002  and receive the following Free Gifts!  1. ""Free DVD Movie of your choice ($20.00 Value) 2. Cell Phone Battery Booster ($19.95 Value)   Own all the DVD's you've always wanted and start burning today! .   Click Here Now!     ",1
